sourate,verset,jummal,lettres
11,76,5590,54
11,77,3983,48
11,78,6474,109
11,79,2647,43
11,80,1084,30
11,81,4898,118
11,82,2629,57
11,83,1799,31
11,84,7002,110
11,85,4722,74
11,86,3504,42
11,87,4759,82
11,88,7523,137
11,89,3132,78
11,90,3558,37
11,91,5022,79
11,92,5428,65
11,93,5946,82
11,94,6988,86
11,95,2634,37
11,96,1321,31
11,97,2955,44
11,98,1772,46
11,99,2438,42
11,100,1976,36
11,101,8521,94
11,102,7396,44
11,103,5657,57
11,104,1128,20
11,105,2743,36
11,106,2661,37
11,107,4200,57
11,108,7430,75
11,109,3683,77
11,110,5436,72
11,111,1936,43
11,112,4462,46
11,113,5304,66
11,114,5806,68
11,115,1870,29
11,116,6757,110
11,117,2020,35
11,118,2262,42
11,119,4067,61
11,120,5193,69
11,121,2227,41
11,122,3262,18
11,123,6150,73
12,1,2466,41
12,2,1677,31
12,3,4252,64
12,4,4392,63
12,5,3361,63
12,6,6012,106
12,7,2102,30
12,8,3320,57
12,9,3745,59
12,10,5753,68
12,11,1412,43
12,12,3428,34
12,13,4866,54
12,14,3009,38
12,15,5140,76
12,16,527,20
12,17,5109,80
12,18,4339,73
12,19,5549,77
12,20,2527,42
12,21,12145,138
12,22,3197,43
12,23,7703,91
12,24,4440,76
12,25,4018,89
12,26,4182,68
12,27,2368,36
12,28,2563,43
12,29,5954,42
12,30,5561,73
12,31,9894,131
12,32,7080,84
12,33,2369,68
12,34,1912,41
12,35,2174,38
12,36,7618,115
12,37,7331,112
12,38,6711,104
12,39,2653,46
12,40,5719,127
12,41,7338,86
12,42,7043,70
12,43,8040,105
12,44,3438,41
12,45,2477,50
12,46,6958,96
12,47,3856,57
12,48,4027,53
12,49,4263,39
12,50,3586,92
12,51,6910,110
12,52,3731,47
12,53,3449,54
12,54,3009,61
12,55,3314,33
12,56,6255,72
12,57,3455,35
12,58,2542,39
12,59,3687,72
12,60,2265,35
12,61,918,29
12,62,4641,74
12,63,3929,71
12,64,4576,66
12,65,10787,114
12,66,5735,88
12,67,7314,111
12,68,7405,110
12,69,3835,62
12,70,4901,65
12,71,1821,27
12,72,1350,44
12,73,3308,48
12,74,1625,25
12,75,2611,45
12,76,10560,123
12,77,5038,84
12,78,3747,63
12,79,5098,50
12,80,10152,139
12,81,4080,72
12,82,2429,53
12,83,2963,70
12,84,3784,51
12,85,5584,49
12,86,2221,47
12,87,4291,81
12,88,5451,101
12,89,3474,39
12,90,5465,84
12,91,2524,39
12,92,3583,46
12,93,3491,56
12,94,2354,47
12,95,1861,27
12,96,3453,72
12,97,3638,39
12,98,3993,35
12,99,2824,55
12,100,10904,169
12,101,7633,105
12,102,4169,57
12,103,1848,26
12,104,2267,36
12,105,3625,49
12,106,1686,30
12,107,6486,59
12,108,3271,67
12,109,9733,123
12,110,5927,79
12,111,5517,94
13,1,4882,79
13,2,9912,115
13,3,8767,101
13,4,10637,111
13,5,7396,112
13,6,7935,90
13,7,3608,56
13,8,5190,58
13,9,2371,30
13,10,2995,54
13,11,8567,121
13,12,3318,42
13,13,3740,86
13,14,6418,107
13,15,4437,55
13,16,15858,188
13,17,13272,182
13,18,6465,118
13,19,2787,58
13,20,2825,34
13,21,3666,54
13,22,5344,101
13,23,4231,72
13,24,1734,30
13,25,5623,94
13,26,3359,74
13,27,3547,67
13,28,4273,52
13,29,1872,38
13,30,7287,106
13,31,11272,193
13,32,5565,55
13,33,8687,139
13,34,3611,53
13,35,7459,89
13,36,5541,101
13,37,3230,74
13,38,4512,82
13,39,2031,32
13,40,4468,58
13,41,3477,68
13,42,3987,71
13,43,3718,64
14,1,6399,91
14,2,4335,54
14,3,5143,76
14,4,3354,75
14,5,7227,86
14,6,8821,117
14,7,5350,48
14,8,4193,50
14,9,8503,157
14,10,11013,143
14,11,5975,112
14,12,4284,78
14,13,6598,78
14,14,4088,43
14,15,1961,23
14,16,836,25
14,17,6546,62
14,18,6879,90
14,19,5545,56
14,20,1069,18
14,21,8570,138
14,22,13924,187
14,23,7384,83
14,24,4710,59
14,25,5371,55
14,26,6713,49
14,27,6733,84
14,28,3161,50
14,29,900,21
14,30,3247,53
14,31,4286,86
14,32,9607,107
14,33,3191,43
14,34,4447,61
14,35,2848,55
14,36,5132,58
14,37,9352,114
14,38,4598,61
14,39,2273,54
14,40,2996,39
14,41,2237,39
14,42,5903,60
14,43,2390,45
14,44,9003,109
14,45,5539,64
14,46,2251,51
14,47,3336,42
14,48,4985,50
14,49,2503,32
14,50,2861,31
14,51,1448,36
14,52,4347,60
15,1,2792,44
15,2,1705,30
15,3,2576,39
15,4,1242,31
15,5,2153,27
15,6,2316,37
15,7,1975,34
15,8,2565,39
15,9,2417,29
15,10,1322,28
15,11,1564,33
15,12,1537,23
15,13,1583,26
15,14,2416,39
15,15,1941,36
15,16,2080,37
15,17,1814,21
15,18,2052,29
15,19,2880,52
15,20,1798,34
15,21,2051,42
15,22,2893,63
15,23,1688,29
15,24,2939,42
15,25,1137,25
15,26,1790,33
15,27,1617,28
15,28,3197,45
15,29,3228,36
15,30,549,22
15,31,554,27
15,32,1113,31
15,33,2713,39
15,34,1515,20
15,35,565,24
15,36,2359,24
15,37,1653,17
15,38,851,18
15,39,4520,46
15,40,1115,20
15,41,1897,19
15,42,2396,41
15,43,524,20
15,44,662,30
15,45,1368,20
15,46,931,17
15,47,3642,40
15,48,1517,30
15,49,1868,26
15,50,1767,22
15,51,1382,18
15,52,2235,37
15,53,2455,28
15,54,2794,35
15,55,1774,32
15,56,1896,29
15,57,1357,23
15,58,1062,26
15,59,508,24
15,60,2505,29
15,61,649,20
15,62,754,16
15,63,1176,29
15,64,968,23
15,65,4697,62
15,66,2761,40
15,67,1215,22
15,68,2580,23
15,69,1680,18
15,70,692,23
15,71,1439,25
15,72,1482,24
15,73,2670,19
15,74,1400,41
15,75,1999,21
15,76,387,15
15,77,1193,19
15,78,1358,24
15,79,1176,28
15,80,1627,25
15,81,2430,30
15,82,1335,30
15,83,2170,19
15,84,1614,24
15,85,3985,69
15,86,1227,19
15,87,2916,36
15,88,3971,63
15,89,1373,21
15,90,1041,21
15,91,2213,20
15,92,748,19
15,93,395,14
15,94,2782,27
15,95,846,19
15,96,2406,34
15,97,1880,28
15,98,751,24
15,99,1365,22
16,1,3929,61
16,2,3354,68
16,3,3656,36
16,4,2792,30
16,5,2062,40
16,6,1806,31
16,7,4398,59
16,8,4198,48
16,9,1443,44
16,10,3058,47
16,11,5462,71
16,12,5624,71
16,13,5503,49
16,14,10860,100
16,15,3531,49
16,16,1200,22
16,17,3280,27
16,18,3001,39
16,19,1632,25
16,20,3148,41
16,21,3062,32
16,22,3381,55
16,23,2091,49
16,24,2562,40
16,25,4527,69
16,26,6598,86
16,27,7401,98
16,28,5373,82
16,29,3114,44
16,30,8400,90
16,31,5166,67
16,32,4324,64
16,33,7810,91
16,34,1724,43
16,35,7465,118
16,36,9433,122
16,37,2714,46
16,38,3219,73
16,39,4430,53
16,40,2091,37
16,41,4475,78
16,42,1975,25
16,43,3412,61
16,44,3723,63
16,45,6240,67
16,46,2378,28
16,47,3527,31
16,48,4764,67
16,49,3062,58
16,50,1920,32
16,51,3652,51
16,52,4298,48
16,53,3819,43
16,54,4930,38
16,55,2716,34
16,56,3914,57
16,57,1743,34
16,58,3909,37
16,59,3021,65
16,60,3585,58
16,61,7722,96
16,62,3941,71
16,63,3320,72
16,64,3945,63
16,65,3441,61
16,66,4742,69
16,67,6463,65
16,68,4104,54
16,69,8437,93
16,70,5091,74
16,71,7193,92
16,72,3486,98
16,73,3559,62
16,74,3579,42
16,75,6248,103
16,76,6563,109
16,77,4791,71
16,78,4582,75
16,79,4107,68
16,80,8026,119
16,81,7561,110
16,82,2073,29
16,83,3084,39
16,84,4734,51
16,85,5835,45
16,86,6370,91
16,87,3044,43
16,88,3695,59
16,89,4911,103
16,90,6758,81
16,91,5492,89
16,92,11212,131
16,93,4252,68
16,94,8789,83
16,95,4603,57
16,96,2650,64
16,97,3280,76
16,98,4019,40
16,99,2225,41
16,100,3120,41
16,101,3727,67
16,102,3748,56
16,103,3774,69
16,104,2621,48
16,105,3937,52
16,106,6905,94
16,107,3176,62
16,108,3180,56
16,109,2290,27
16,110,5477,65
16,111,4302,51
16,112,8163,107
16,113,4742,44
16,114,3013,57
16,115,8701,84
16,116,9089,94
16,117,1616,20
16,118,4516,66
16,119,5951,71
16,120,2040,43
16,121,2142,35
16,122,2111,42
16,123,2543,49
16,124,5019,75
16,125,4698,91
16,126,4260,53
16,127,3279,51
16,128,2582,32
17,1,5515,114
17,2,3992,57
17,3,2039,31
17,4,5298,60
17,5,3774,76
17,6,2946,57
17,7,7652,110
17,8,2455,49
17,9,4667,71
17,10,3337,42
17,11,2120,43
17,12,7433,116
17,13,3196,59
17,14,1365,31
17,15,7604,82
17,16,4393,68
17,17,3178,53
17,18,3637,71
17,19,2590,52
17,20,2206,45
17,21,7374,50
17,22,4406,36
17,23,5813,108
17,24,5028,51
17,25,3139,53
17,26,4625,45
17,27,3253,48
17,28,5057,50
17,29,3718,55
17,30,2771,48
17,31,4301,59
17,32,1536,34
17,33,5962,90
17,34,4278,71
17,35,4530,56
17,36,2124,57
17,37,6262,48
17,38,1574,24
17,39,4071,67
17,40,5098,59
17,41,3198,44
17,42,4253,48
17,43,1296,30
17,44,5921,87
17,45,4640,58
17,46,5474,82
17,47,6619,76
17,48,4669,42
17,49,4128,45
17,50,464,19
17,51,7398,100
17,52,3914,44
17,53,3536,71
17,54,2987,55
17,55,5941,68
17,56,4085,52
17,57,7786,84
17,58,4689,74
17,59,6599,92
17,60,6853,113
17,61,3013,58
17,62,6682,64
17,63,2287,41
17,64,6353,96
17,65,1000,35
17,66,4907,54
17,67,6356,73
17,68,3485,57
17,69,7409,87
17,70,6344,81
17,71,4185,70
17,72,3167,39
17,73,7365,63
17,74,2903,37
17,75,5617,48
17,76,5110,60
17,77,2724,42
17,78,3935,60
17,79,2208,46
17,80,4654,56
17,81,785,36
17,82,3588,57
17,83,3926,53
17,84,1905,40
17,85,2834,54
17,86,3437,50
17,87,1997,30
17,88,7728,76
17,89,3915,53
17,90,2863,37
17,91,3911,45
17,92,2781,53
17,93,6715,92
17,94,2974,58
17,95,3014,60
17,96,2155,47
17,97,5650,114
17,98,5810,71
17,99,7327,92
17,100,5784,63
17,101,5576,78
17,102,5325,67
17,103,3833,40
17,104,3963,61
17,105,2476,46
17,106,3099,45
17,107,5583,70
17,108,1294,35
17,109,2931,30
17,110,6676,90
17,111,5732,72
18,1,2712,61
18,2,4456,69
18,3,724,13
18,4,3703,27
18,5,3635,58
18,6,3607,46
18,7,1976,44
18,8,791,27
18,9,1894,42
18,10,3790,61
18,11,2515,30
18,12,2312,39
18,13,1787,48
18,14,5398,78
18,15,5908,75
18,16,4862,80
18,17,14296,127
18,18,8901,109
18,19,12529,173
18,20,3851,56
18,21,9928,142
18,22,10637,151
18,23,2961,25
18,24,5084,58
18,25,2603,37
18,26,5171,81
18,27,3063,54
18,28,9325,129
18,29,10495,129
18,30,3221,48
18,31,10275,123
18,32,4417,70
18,33,5018,50
18,34,2816,50
18,35,4619,41
18,36,3496,50
18,37,5041,57
18,38,1176,28
18,39,4575,63
18,40,3993,62
18,41,2563,30
18,42,4514,79
18,43,2202,39
18,44,2713,37
18,45,8303,102
18,46,4136,67
18,47,4476,52
18,48,4448,63
18,49,10543,122
18,50,7819,111
18,51,8199,59
18,52,3497,65
18,53,2868,51
18,54,3960,54
18,55,5916,83
18,56,7890,92
18,57,8741,118
18,58,5650,75
18,59,2448,43
18,60,4586,49
18,61,4508,49
18,62,3980,49
18,63,7440,85
18,64,3870,34
18,65,1892,51
18,66,2687,37
18,67,1644,21
18,68,2256,24
18,69,1871,36
18,70,4285,43
18,71,7166,65
18,72,1846,27
18,73,3966,38
18,74,7055,64
18,75,1896,29
18,76,4569,46
18,77,9059,103
18,78,3428,48
18,79,5481,76
18,80,4343,51
18,81,2224,40
18,82,10833,148
18,83,3267,38
18,84,2309,34
18,85,618,9
18,86,11077,91
18,87,5200,46
18,88,1731,50
18,89,1078,10
18,90,4631,53
18,91,1844,23
18,92,1078,10
18,93,3235,51
18,94,4863,78
18,95,2383,49
18,96,6910,77
18,97,2229,35
18,98,3083,49
18,99,4937,48
18,100,3483,27
18,101,4490,47
18,102,4498,65
18,103,1434,25
18,104,2725,49
18,105,3357,66
18,106,3721,42
18,107,3123,48
18,108,2061,25
18,109,3818,68
18,110,3926,92
19,1,981,24
19,2,2109,19
19,3,1720,17
19,4,3875,52
19,5,3451,52
19,6,3123,30
19,7,2681,45
19,8,5458,52
19,9,3739,43
19,10,2898,45
19,11,2449,46
19,12,2591,34
19,13,918,25
19,14,801,26
19,15,1529,34
19,16,4870,42
19,17,4791,51
19,18,2842,30
19,19,1991,32
19,20,3707,38
19,21,3441,57
19,22,2516,24
19,23,6172,57
19,24,3081,38
19,25,2556,35
19,26,5117,76
19,27,3121,41
19,28,3316,40
19,29,1850,38
19,30,1482,34
19,31,1902,49
19,32,1529,29
19,33,1937,36
19,34,3060,34
19,35,4637,53
19,36,2427,35
19,37,4206,47
19,38,3389,48
19,39,4745,46
19,40,2591,34
19,41,2125,35
19,42,3999,50
19,43,2468,50
19,44,2374,40
19,45,3563,46
19,46,4337,54
19,47,2693,35
19,48,2616,55
19,49,1846,60
19,50,1615,37
19,51,2912,41
19,52,1079,36
19,53,1826,29
19,54,2553,48
19,55,2057,41
19,56,2141,33
19,57,635,16
19,58,8591,129
19,59,5409,52
19,60,3228,51
19,61,3219,46
19,62,2707,46
19,63,2626,33
19,64,3423,61
19,65,3637,56
19,66,2528,31
19,67,2648,38
19,68,3787,43
19,69,2603,36
19,70,1843,29
19,71,2259,34
19,72,4580,36
19,73,6450,74
19,74,2184,35
19,75,6505,98
19,76,5169,62
19,77,2951,39
19,78,3428,28
19,79,1844,31
19,80,1711,22
19,81,2247,33
19,82,2109,33
19,83,2445,41
19,84,1135,25
19,85,1706,27
19,86,946,24
19,87,3030,37
19,88,2215,20
19,89,914,14
19,90,4979,44
19,91,531,16
19,92,3279,24
19,93,2707,38
19,94,479,17
19,95,1045,23
19,96,2242,43
19,97,3776,45
19,98,2411,46
20,1,800,21
20,2,1532,23
20,3,2397,15
20,4,3076,31
20,5,1517,19
20,6,3625,44
20,7,2108,30
20,8,504,29
20,9,1101,15
20,10,4135,68
20,11,756,19
20,12,1671,37
20,13,2435,23
20,14,1861,44
20,15,2630,39
20,16,1836,37
20,17,756,18
20,18,3587,48
20,19,395,14
20,20,1578,20
20,21,3508,32
20,22,5255,40
20,23,1126,19
20,24,2230,18
20,25,1186,15
20,26,567,10
20,27,495,16
20,28,348,10
20,29,510,18
20,30,873,8
20,31,534,10
20,32,873,12
20,33,901,12
20,34,1727,11
20,35,897,14
20,36,1295,20
20,37,1467,19
20,38,954,20
20,39,6777,93
20,40,11959,130
20,41,876,13
20,42,3734,31
20,43,2231,19
20,44,2872,30
20,45,2816,35
20,46,1914,27
20,47,4854,87
20,48,2502,35
20,49,691,17
20,50,2870,29
20,51,750,21
20,52,2376,35
20,53,4984,74
20,54,2069,39
20,55,3665,41
20,56,1747,28
20,57,3439,34
20,58,3572,60
20,59,2005,33
20,60,2115,23
20,61,5332,59
20,62,1382,30
20,63,6078,67
20,64,2401,42
20,65,1391,39
20,66,3086,49
20,67,1246,19
20,68,1956,21
20,69,3272,59
20,70,1411,37
20,71,8600,115
20,72,7509,76
20,73,4701,61
20,74,1970,42
20,75,2456,46
20,76,4469,49
20,77,5340,69
20,78,4076,37
20,79,1460,19
20,80,2104,75
20,81,6992,65
20,82,3234,35
20,83,584,20
20,84,3248,33
20,85,2474,36
20,86,8492,105
20,87,4365,75
20,88,3351,48
20,89,2367,44
20,90,3677,68
20,91,1733,37
20,92,2819,28
20,93,1856,18
20,94,6836,71
20,95,1205,17
20,96,7409,62
20,97,8729,104
20,98,1743,39
20,99,3280,44
20,100,1967,31
20,101,1255,30
20,102,3225,36
20,103,3280,27
20,104,3393,47
20,105,1189,32
20,106,1509,15
20,107,1296,20
20,108,4647,56
20,109,4309,44
20,110,1403,38
20,111,2694,35
20,112,3706,42
20,113,4554,62
20,114,3674,65
20,115,1064,36
20,116,1506,42
20,117,3380,49
20,118,1425,22
20,119,2800,21
20,120,2398,52
20,121,4495,65
20,122,1782,23
20,123,5126,70
20,124,4612,47
20,125,2375,28
20,126,4174,38
20,127,4150,50
20,128,3284,67
20,129,1412,35
20,130,5652,85
20,131,4077,75
20,132,2662,59
20,133,2406,53
20,134,5576,79
20,135,3573,50
21,1,4198,50
21,2,3239,42
21,3,6763,72
21,4,2330,44
21,5,4951,58
21,6,1515,35
21,7,3322,59
21,8,1433,42
21,9,2213,45
21,10,2641,37
21,11,3698,44
21,12,2270,29
21,13,4017,48
21,14,1400,24
21,15,2570,37
21,16,2317,35
21,17,4460,42
21,18,4211,53
21,19,4235,57
21,20,1307,26
21,21,3573,27
21,22,2374,52
21,23,641,22
21,24,8265,82
21,25,1589,53
21,26,2806,38
21,27,938,29
21,28,5273,59
21,29,3528,51
21,30,5919,80
21,31,3198,57
21,32,3324,39
21,33,3102,47
21,34,3059,40
21,35,4429,49
21,36,8493,72
21,37,2999,37
21,38,2291,30
21,39,3817,61
21,40,5461,45
21,41,3815,56
21,42,3691,50
21,43,2524,55
21,44,5498,82
21,45,3534,46
21,46,3357,47
21,47,6044,83
21,48,3853,43
21,49,3933,37
21,50,3012,33
21,51,1877,37
21,52,3995,45
21,53,431,25
21,54,2395,31
21,55,1520,31
21,56,4738,55
21,57,1705,35
21,58,2533,37
21,59,2841,34
21,60,2259,32
21,61,1566,35
21,62,2635,32
21,63,1908,39
21,64,2515,37
21,65,2082,36
21,66,2730,42
21,67,1764,34
21,68,2109,35
21,69,1243,33
21,70,1492,29
21,71,2322,42
21,72,1035,39
21,73,3310,83
21,74,4580,75
21,75,1852,29
21,76,3331,51
21,77,4692,61
21,78,5366,61
21,79,3007,72
21,80,2639,45
21,81,4108,65
21,82,4158,51
21,83,3296,41
21,84,5242,69
21,85,1891,34
21,86,1932,31
21,87,9788,83
21,88,3034,40
21,89,5160,43
21,90,5730,92
21,91,3105,57
21,92,1865,33
21,93,1457,30
21,94,2333,49
21,95,1259,32
21,96,2501,37
21,97,7562,75
21,98,1898,42
21,99,1297,35
21,100,882,26
21,101,2094,38
21,102,2626,38
21,103,4321,57
21,104,2540,66
21,105,4168,52
21,106,2224,23
21,107,955,25
21,108,1372,42
21,109,3462,50
21,110,1815,32
21,111,1658,29
21,112,2560,43
22,1,3354,59
22,2,9886,86
22,3,3046,44
22,4,3331,44
22,5,24428,262
22,6,2453,46
22,7,2203,43
22,8,2700,45
22,9,4957,61
22,10,2714,35
22,11,7064,101
22,12,3456,48
22,13,2751,41
22,14,5195,72
22,15,7941,85
22,16,2261,38
22,17,5397,102
22,18,8614,144
22,19,6517,69
22,20,635,23
22,21,448,15
22,22,4530,52
22,23,6715,98
22,24,828,38
22,25,6729,108
22,26,4486,76
22,27,3826,51
22,28,4250,94
22,29,4856,46
22,30,7634,100
22,31,6438,81
22,32,3425,36
22,33,2371,43
22,34,4564,89
22,35,4961,76
22,36,9112,128
22,37,4749,89
22,38,2472,44
22,39,4205,45
22,40,10702,148
22,41,4643,85
22,42,3145,36
22,43,608,18
22,44,4865,51
22,45,4207,61
22,46,6276,97
22,47,3735,60
22,48,4671,45
22,49,1596,31
22,50,3666,41
22,51,1929,41
22,52,6347,106
22,53,5625,74
22,54,6012,89
22,55,5993,64
22,56,3565,59
22,57,3404,41
22,58,5111,77
22,59,2906,35
22,60,5574,56
22,61,2534,60
22,62,2034,60
22,63,5456,55
22,64,3222,45
22,65,7918,101
22,66,3116,43
22,67,2543,67
22,68,1177,29
22,69,2811,41
22,70,4751,60
22,71,2677,63
22,72,10758,136
22,73,10019,122
22,74,1192,31
22,75,1620,45
22,76,2189,41
22,77,3447,63
22,78,8048,199
23,1,1232,33
23,2,2519,21
23,3,3195,21
23,4,1172,20
23,5,2251,21
23,6,2452,42
23,7,2895,30
23,8,1867,28
23,9,2579,25
23,10,906,15
23,11,2770,29
23,12,1489,28
23,13,1554,22
23,14,13920,104
23,15,2013,18
23,16,1922,22
23,17,3789,41
23,18,3329,56
23,19,3586,56
23,20,4357,40
23,21,3038,66
23,22,933,21
23,23,3797,63
23,24,7215,104
23,25,1664,30
23,26,1555,19
23,27,9279,138
23,28,5140,62
23,29,2363,37
23,30,2023,25
23,31,2366,24
23,32,3730,55
23,33,8520,111
23,34,3509,32
23,35,4586,42
23,36,1449,19
23,37,2070,42
23,38,2305,41
23,39,1555,19
23,40,757,22
23,41,5317,48
23,42,2372,25
23,43,2153,27
23,44,7059,85
23,45,2596,39
23,46,1700,37
23,47,1990,38
23,48,1288,24
23,49,1822,30
23,50,2723,48
23,51,2083,52
23,52,2295,33
23,53,1812,39
23,54,3286,19
23,55,654,28
23,56,2487,27
23,57,2715,25
23,58,1665,23
23,59,1708,21
23,60,2665,45
23,61,2102,33
23,62,2534,49
23,63,3747,47
23,64,5070,36
23,65,1758,28
23,66,3557,41
23,67,1755,21
23,68,1332,42
23,69,1345,27
23,70,1753,42
23,71,6987,75
23,72,4523,37
23,73,1623,24
23,74,2490,38
23,75,3477,45
23,76,4863,44
23,77,4642,44
23,78,3057,48
23,79,3857,30
23,80,3577,47
23,81,1036,22
23,82,3788,40
23,83,2566,47
23,84,2631,29
23,85,1945,22
23,86,2984,33
23,87,1525,21
23,88,2861,48
23,89,1322,22
23,90,1591,26
23,91,7165,80
23,92,2824,32
23,93,1231,20
23,94,2205,26
23,95,1100,27
23,96,1376,36
23,97,2091,26
23,98,2132,17
23,99,2323,30
23,100,3825,65
23,101,3622,43
23,102,1756,30
23,103,4215,47
23,104,1127,28
23,105,3749,34
23,106,3956,37
23,107,2619,31
23,108,1488,22
23,109,4596,61
23,110,6603,43
23,111,1281,36
23,112,2533,24
23,113,2051,34
23,114,2610,34
23,115,3066,40
23,116,2131,42
23,117,2707,63
23,118,3481,29
24,1,5027,70
24,2,6691,122
24,3,3128,73
24,4,5624,94
24,5,4032,43
24,6,3943,81
24,7,2551,37
24,8,3953,50
24,9,3276,37
24,10,2488,38
24,11,8386,102
24,12,5238,59
24,13,3590,65
24,14,6437,63
24,15,4856,70
24,16,5797,56
24,17,3014,38
24,18,977,31
24,19,6457,85
24,20,2546,38
24,21,9636,150
24,22,7515,121
24,23,6939,68
24,24,2194,47
24,25,1843,49
24,26,9382,99
24,27,9443,85
24,28,5085,87
24,29,5619,70
24,30,6088,66
24,31,25614,350
24,32,3967,83
24,33,21041,217
24,34,5359,61
24,35,13447,203
24,36,4677,55
24,37,5708,87
24,38,3639,58
24,39,5429,99
24,40,10080,108
24,41,5310,83
24,42,2222,35
24,43,8798,140
24,44,2202,44
24,45,5866,106
24,46,2682,47
24,47,3620,70
24,48,3811,48
24,49,1735,28
24,50,4643,67
24,51,2863,83
24,52,2438,45
24,53,4932,76
24,54,5524,102
24,55,13293,173
24,56,2123,48
24,57,3811,53
24,58,18525,219
24,59,7535,87
24,60,7693,103
24,61,22085,315
24,62,17586,180
24,63,10665,120
24,64,4176,86
25,1,4228,63
25,2,7403,73
25,3,6898,92
25,4,5450,66
25,5,2437,47
25,6,4745,51
25,7,3648,70
25,8,3768,65
25,9,4669,42
25,10,6346,62
25,11,2814,39
25,12,4463,37
25,13,3311,42
25,14,2856,38
25,15,4508,50
25,16,1906,40
25,17,4235,68
25,18,6697,87
25,19,6570,65
25,20,6059,96
25,21,4727,85
25,22,2849,51
25,23,1705,38
25,24,2874,34
25,25,2937,39
25,26,2361,44
25,27,5381,49
25,28,3571,28
25,29,4975,48
25,30,3935,41
25,31,2335,49
25,32,5591,69
25,33,2229,37
25,34,3298,48
25,35,2540,42
25,36,4248,49
25,37,5605,69
25,38,2943,37
25,39,3471,33
25,40,3925,69
25,41,5206,44
25,42,4701,68
25,43,3651,37
25,44,3189,55
25,45,3978,57
25,46,2774,22
25,47,2696,49
25,48,3172,55
25,49,2722,46
25,50,2935,43
25,51,2472,26
25,52,1300,33
25,53,5762,64
25,54,3371,47
25,55,3625,55
25,56,1951,24
25,57,3268,44
25,58,3762,52
25,59,6859,72
25,60,3151,61
25,61,3020,48
25,62,4017,50
25,63,4574,61
25,64,1778,27
25,65,4758,47
25,66,1508,20
25,67,3994,47
25,68,5643,85
25,69,2885,36
25,70,4032,69
25,71,1880,35
25,72,3980,42
25,73,4399,45
25,74,4207,64
25,75,2660,44
25,76,2298,26
25,77,2473,45
26,1,895,22
26,2,1449,19
26,3,1354,27
26,4,4177,45
26,5,3899,43
26,6,2248,38
26,7,2453,39
26,8,2017,29
26,9,734,21
26,10,2811,32
26,11,1150,16
26,12,1915,20
26,13,2291,35
26,14,2352,23
26,15,2324,33
26,16,1897,32
26,17,877,20
26,18,2335,38
26,19,3146,32
26,20,2489,25
26,21,3415,46
26,22,2128,32
26,23,1018,21
26,24,2882,40
26,25,1358,20
26,26,803,23
26,27,1850,30
26,28,3655,39
26,29,4123,37
26,30,1022,19
26,31,1516,23
26,32,1909,24
26,33,3034,26
26,34,1517,26
26,35,4093,35
26,36,2334,34
26,37,908,16
26,38,1320,24
26,39,1452,22
26,40,2305,32
26,41,2765,51
26,42,1663,25
26,43,1218,26
26,44,2469,48
26,45,2118,31
26,46,653,17
26,47,666,20
26,48,586,12
26,49,6080,96
26,50,1803,27
26,51,2954,43
26,52,1319,35
26,53,1572,25
26,54,1595,19
26,55,2180,15
26,56,1176,15
26,57,1666,20
26,58,546,14
26,59,1914,23
26,60,1304,14
26,61,1709,38
26,62,704,20
26,63,3834,57
26,64,1607,16
26,65,622,23
26,66,2784,15
26,67,2017,29
26,68,734,21
26,69,904,19
26,70,1610,23
26,71,1774,28
26,72,1693,20
26,73,1406,17
26,74,1306,28
26,75,1946,22
26,76,799,19
26,77,762,23
26,78,1701,17
26,79,1183,19
26,80,2689,16
26,81,1895,18
26,82,3438,31
26,83,745,26
26,84,1467,23
26,85,1230,22
26,86,2469,24
26,87,1798,17
26,88,513,19
26,89,873,20
26,90,1273,18
26,91,1834,18
26,92,1365,22
26,93,1530,28
26,94,1372,21
26,95,342,16
26,96,1481,19
26,97,1671,21
26,98,1323,19
26,99,1331,19
26,100,803,14
26,101,339,11
26,102,996,26
26,103,2017,29
26,104,734,21
26,105,1753,18
26,106,2611,24
26,107,548,14
26,108,806,17
26,109,1449,40
26,110,806,17
26,111,1852,26
26,112,655,24
26,113,1583,25
26,114,542,19
26,115,1197,16
26,116,2254,36
26,117,1318,16
26,118,1895,40
26,119,1097,28
26,120,2162,18
26,121,2017,29
26,122,734,21
26,123,1618,15
26,124,2562,24
26,125,548,14
26,126,806,17
26,127,1449,40
26,128,1885,21
26,129,3693,23
26,130,2476,20
26,131,806,17
26,132,1999,24
26,133,387,16
26,134,602,10
26,135,2762,23
26,136,3483,36
26,137,1647,18
26,138,1029,13
26,139,3062,44
26,140,734,21
26,141,2093,16
26,142,2676,25
26,143,548,14
26,144,806,17
26,145,1449,40
26,146,1421,21
26,147,686,11
26,148,1945,18
26,149,1842,26
26,150,806,17
26,151,1245,20
26,152,2354,27
26,153,1170,22
26,154,3043,38
26,155,2375,31
26,156,3918,31
26,157,805,20
26,158,4247,41
26,159,734,21
26,160,1734,18
26,161,2592,24
26,162,548,14
26,163,806,17
26,164,1449,40
26,165,2182,23
26,166,3453,41
26,167,2789,35
26,168,734,21
26,169,654,20
26,170,420,18
26,171,1503,18
26,172,1727,14
26,173,2184,31
26,174,2017,29
26,175,734,21
26,176,1312,22
26,177,2277,20
26,178,548,14
26,179,806,17
26,180,1449,40
26,181,1786,29
26,182,1014,21
